,AcresBurned,ArchiveYear,CrewsInvolved,Dozers,Engines,Fatalities,Featured,Final,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,Started,UniqueId,Updated,Duration
476,518.0,2016,,,,,False,True,,,35.2013,-118.7212,False,Range Fire,,2016-08-26 10:10:00+00:00,2656ad63-b3e1-467f-9982-0229fd31c0f5,2016-08-29 10:30:00+00:00,72.33333333333333
477,464.0,2016,,,,,False,True,,,40.0353,-122.56938999999998,True,Colyear Fire,,2016-06-30 13:32:00+00:00,69eaa890-889e-4be9-810d-3dcee8d55981,2016-07-04 07:45:00+00:00,90.21666666666667
478,450.0,2016,,,,,False,True,,,38.1874,-120.6381,True,Willow Fire,,2016-08-28 13:07:00+00:00,db833182-22df-44cc-ba10-0901e74222bc,2016-08-31 18:50:00+00:00,77.71666666666667
479,441.0,2016,10.0,,20.0,,False,True,,1.0,40.36873,-122.72913,True,Fiddler Fire,241.0,2016-07-08 22:45:00+00:00,67c0a269-05bb-4b4f-af22-68a1c5ac3adf,2016-07-12 07:00:00+00:00,80.25
480,400.0,2016,,,,,False,True,,,36.16965,-121.38775,False,Beale Fire,,2016-08-18 15:35:00+00:00,822c934f-11be-48a9-8e60-f3f6802ef24d,2016-08-18 21:30:00+00:00,5.916666666666667
481,395.0,2016,,,,,False,True,,,36.1648,-118.73906000000001,False,Tule Fire,,2016-08-22 22:00:00+00:00,954fb899-decb-461b-a0dd-76442e3370d3,2016-11-08 10:15:00+00:00,1860.25
482,380.0,2016,,,,,False,True,,,41.4657,-120.9066,False,Howard Fire,,2016-09-11 14:15:00+00:00,97772dc4-7fde-4412-982c-974b3316e22b,2016-09-14 18:00:00+00:00,75.75
483,372.0,2016,,,,,False,True,,,38.385,-121.003611,False,Rancho Fire,,2016-06-28 19:02:00+00:00,5689b708-61e8-4451-8ad6-68d9684704c6,2016-06-29 07:30:00+00:00,12.466666666666667
484,360.0,2016,6.0,2.0,12.0,,False,True,2.0,,40.30594,-122.1295,True,Hog Fire,168.0,2016-09-13 23:10:00+00:00,060ef833-2d3f-47d4-a1d4-146d1b9a5928,2016-09-13 14:30:00+00:00,-8.666666666666666
485,341.0,2016,,,,,False,True,,,38.08056,-120.81393999999999,False,Pacheco Fire,,2016-07-12 13:14:00+00:00,85832754-5848-4454-84fc-8b0a9abbff40,2016-07-16 18:30:00+00:00,101.26666666666667
486,310.0,2016,,,,,False,True,,,38.02845,-120.61153,False,Appaloosa Fire,,2016-07-02 14:55:00+00:00,902a3085-e518-4090-a2e5-20d0482b4dc2,2019-07-01 13:08:28.023000+00:00,26254.224450833335
488,304.0,2016,,,,,False,True,,,35.4976,-118.5097,False,Havilah Fire,,2016-08-28 18:50:00+00:00,fa457abb-66d2-4f82-80fd-452e824e871f,2016-08-28 18:50:00+00:00,0.0
489,300.0,2016,,,,,False,True,,,39.188321,-121.78003000000001,False,Butte Fire,,2016-09-20 09:30:00+00:00,f669c502-b400-4ad9-ae95-bfd9c31f903c,2016-09-20 18:00:00+00:00,8.5
490,278.0,2016,,,,,False,True,,,36.88286,-119.654,False,DeWolf Fire,,2016-05-25 01:03:00+00:00,09ab0430-7679-494c-96d4-d7d938351cf4,2016-05-25 08:00:00+00:00,6.95
491,277.0,2016,,,,,False,True,,,38.699709999999996,-122.15456999999999,False,Creek Fire,,2016-06-26 15:45:00+00:00,eb0fe9ad-f9f5-4bde-ad34-527ffd647669,2016-06-27 06:15:00+00:00,14.5
492,248.0,2016,,,,,False,True,,,39.92,-121.32,False,Tobin Fire,,2016-09-26 13:23:00+00:00,abd0a296-217d-4a6a-9da0-5eb05f56f863,2016-10-06 17:15:00+00:00,243.86666666666667
494,221.0,2016,,,,,False,True,,,35.68313,-118.21793000000001,False,Onyx Fire,,2016-07-13 17:08:00+00:00,0dc19167-07b3-45e6-9bad-ad070934616a,2016-07-14 12:00:00+00:00,18.866666666666667
495,215.0,2016,,,,,False,True,,,34.75134,-120.55297,False,Washington Fire,,2016-09-22 14:20:00+00:00,686e1300-65d3-4e07-8a88-e5952418649b,2016-09-27 14:00:00+00:00,119.66666666666667
496,215.0,2016,14.0,7.0,25.0,,False,True,2.0,,39.12366,-122.50373,True,Reservoir Fire,350.0,2016-06-26 16:00:00+00:00,489cea9f-b3cb-4615-b412-5ac5724c3976,2016-06-28 20:00:00+00:00,52.0
497,211.0,2016,,,,,False,True,,,37.74369,-121.58677,False,Grant Fire,,2016-06-25 16:11:00+00:00,3822b8a2-1a89-40e8-b239-840cfcda7a1c,2016-06-26 07:00:00+00:00,14.816666666666666
498,210.0,2016,,,,,False,True,,,38.26874,-120.90265,True,Camanche Fire,,2016-06-17 14:54:00+00:00,fef2ab8a-20d7-4dc3-b5c9-363aa1debef3,2016-06-21 18:30:00+00:00,99.6
499,188.0,2016,,,,,False,True,,,36.92244,-119.39618999999999,False,Big Fire,,2016-07-11 14:30:00+00:00,4cfb8712-1b45-4a2e-b0c9-6ed6ddde5657,2016-07-13 17:30:00+00:00,51.0
500,176.0,2016,,,,,False,True,,,38.934490000000004,-120.10744,True,Emerald Fire,,2016-10-14 01:28:00+00:00,81ef7517-ab3c-4d1a-8ddd-b5d69404676f,2016-10-17 11:45:00+00:00,82.28333333333333
502,169.0,2016,,,,,False,True,,,38.8390117,-121.3090268,False,Athens Fire,,2016-05-17 15:06:00+00:00,e0de216a-9544-43ad-9b9f-bc05247f0550,2016-05-19 18:00:00+00:00,50.9
503,158.0,2016,,,,,False,True,,,36.84479,-119.34487,True,Sunny Fire,,2016-09-03 14:44:00+00:00,63643257-f082-4928-bf0e-77a0417a4613,2016-09-06 18:15:00+00:00,75.51666666666667
504,156.0,2016,,,,,False,True,,,34.275999999999996,-118.354,False,Wheatland Fire,,2016-05-23 14:15:00+00:00,ace1f464-7a70-4dcc-b8c5-d64fb1021d0e,2016-05-25 18:45:00+00:00,52.5
506,150.0,2016,,,,,False,True,,,37.75972,-120.02962600000001,False,Old Fire,,2016-09-13 13:55:00+00:00,f66ae0d0-837d-4ea9-a7ed-6a78d9bde940,2016-09-17 18:00:00+00:00,100.08333333333333
507,150.0,2016,,,,,False,True,,,33.6542,-117.5221,False,Holy Fire,,2016-08-31 04:10:00+00:00,d045584a-8838-4d64-91dc-3ebfbcd8e708,2016-09-05 06:55:00+00:00,122.75
508,150.0,2016,,,,,False,True,,,35.619609999999994,-120.39993,False,Shedd Fire,,2016-05-10 16:11:00+00:00,1d76ca50-aa10-4f90-bd99-a80bcf2eacce,2016-05-10 18:45:00+00:00,2.566666666666667
509,147.0,2016,,,,,False,True,,,37.62215,-121.36665,False,Bird Fire,,2016-08-20 08:35:00+00:00,86166c24-3a85-42e3-a53a-ebb1d935fb8a,2016-08-20 18:45:00+00:00,10.166666666666666
510,145.0,2016,,,,,False,True,,,36.14161,-120.62048,False,Frame Fire,,2016-07-04 17:15:00+00:00,e55dd16e-1712-4b97-a2f3-add0877b98cd,2016-07-07 19:00:00+00:00,73.75
512,139.0,2016,,,,,False,True,,1.0,33.476894,-117.140883,True,Temecula Fire,,2016-06-04 11:40:00+00:00,403e6185-c0e1-4b8f-a290-b50553a47b67,2016-06-07 18:15:00+00:00,78.58333333333333
513,138.0,2016,,,,,False,True,,,35.607479999999995,-118.94811000000001,False,Famoso Fire,,2016-07-15 23:55:00+00:00,73083049-8bc2-4444-911b-f3d0812fb70c,2016-07-16 07:40:00+00:00,7.75
514,132.0,2016,,,,,False,True,,,36.787690000000005,-119.38248,False,Avocado Fire,,2016-05-15 16:38:00+00:00,f1769b9d-c522-4a0d-92a7-f9c8321b9f1d,2016-05-17 19:10:00+00:00,50.53333333333333
515,130.0,2016,,,,,False,True,,,39.4403,-121.42647,False,Bangor Fire,,2016-09-22 11:45:00+00:00,b4940174-75d0-4f5e-b505-4a66c17a9157,2016-09-23 10:30:00+00:00,22.75
516,123.0,2016,,,,,False,True,,,37.0099,-119.5792,True,Green Fire,,2016-07-15 16:45:00+00:00,a32de567-3d32-434a-9128-7947deaec3bb,2016-07-16 18:00:00+00:00,25.25
518,120.0,2016,,,,,False,True,,,37.17072,-121.42238,False,Coe Fire,,2016-06-07 16:30:00+00:00,648cfdd4-f3f5-4faf-8ab1-a6f2cb5d9a6c,2016-06-09 17:10:00+00:00,48.666666666666664
519,114.0,2016,,,,,False,True,,,37.41896,-121.79668999999998,False,Sierra Fire,,2016-07-30 17:25:00+00:00,4c88252e-34a5-4912-a590-2c4539866c62,2016-07-31 18:30:00+00:00,25.083333333333332
520,112.0,2016,,,,,False,True,,,39.595,-121.6008,False,Coal Fire,,2016-06-20 16:38:00+00:00,5f422963-a30c-4cda-9427-7a0e028b6039,2016-06-20 19:50:00+00:00,3.2
521,103.0,2016,,,,,False,True,,,37.256009999999996,-119.65776000000001,False,Broken Fire,,2016-07-04 11:53:00+00:00,8e920d15-72f4-4e76-a3b4-22a364d6cf19,2019-07-01 13:08:20.560000+00:00,26209.255711111113
522,100.0,2016,,,,,False,True,,,40.0,-121.93923000000001,False,Cow Fire,,2016-09-25 07:15:00+00:00,8a4c92b3-c1aa-41e0-aaed-999d73f0a418,2016-09-25 13:15:00+00:00,6.0
524,100.0,2016,,,,,False,True,,,35.24504,-118.60343999999999,False,Hart Fire,,2016-08-04 17:10:00+00:00,f645bf93-57a3-4fdf-9544-d255f8311dc9,2016-08-07 20:15:00+00:00,75.08333333333333
526,100.0,2016,,,,,False,True,,,35.85093,-120.81081,False,Bradley Fire,,2016-07-22 15:15:00+00:00,947aab39-3d8a-4841-8fc3-d129d8bbf6a3,2016-07-23 08:45:00+00:00,17.5
527,100.0,2016,,,,,False,True,,,32.9612,-116.7945,False,Feather Fire,,2016-07-18 13:08:00+00:00,d96a2f4f-8e4d-4534-abe2-d90530e2bbc3,2016-07-20 13:45:00+00:00,48.61666666666667
529,91.0,2016,,,,,False,True,,,39.33035,-121.78973,False,Dunstone Fire,,2016-05-27 13:43:00+00:00,5080eb51-53e5-4338-95ec-618efe2bd7d1,2016-05-27 17:00:00+00:00,3.283333333333333
530,88.0,2016,,,,,False,True,,,39.79547,-121.71661999999999,True,Santos Fire,,2016-08-26 15:30:00+00:00,c55cc099-43f6-4a55-81b4-59ee03618511,2016-08-30 18:40:00+00:00,99.16666666666667
531,88.0,2016,,,,,False,True,,,40.07846,-122.2071,False,Flores Fire,,2016-07-01 13:54:00+00:00,f88a7291-9122-49fa-864d-b807fa360393,2016-07-01 17:45:00+00:00,3.85
532,88.0,2016,,,,,False,True,,,38.86804,-121.37704,False,Moore Fire,,2016-06-21 12:24:00+00:00,d570e949-a098-4af0-84a4-d70c4a0e89c9,2016-06-21 15:45:00+00:00,3.35
533,87.0,2016,,,,,False,True,,,38.517771999999994,-121.103642,False,Scott Fire,,2016-07-10 15:30:00+00:00,fbe85bec-6399-442f-8a3f-ca4a25bb2b3b,2016-07-11 06:35:00+00:00,15.083333333333334
534,86.0,2016,,,,,False,True,,,35.70821,-120.82266000000001,False,Frazier Fire,,2016-06-27 12:07:00+00:00,42fbaa73-e3c8-44ac-bf83-a576be6a804f,2019-07-01 13:08:35.477000+00:00,26377.02652138889
535,85.0,2016,,,,,False,True,,,37.3228,-119.7738,False,Grub Fire,,2016-08-04 14:13:00+00:00,8505d2db-7c6f-445e-9bff-407e99cac614,2016-08-06 19:50:00+00:00,53.61666666666667
536,85.0,2016,3.0,,6.0,,False,True,,,37.927613,-120.52883600000001,True,Tulloch Fire,,2016-05-30 15:10:00+00:00,ffec404e-dea9-4175-8c50-8f2b0ca3efdd,2016-06-01 19:45:00+00:00,52.583333333333336
537,84.0,2016,,,,,False,True,,,38.8866,-122.04726000000001,False,Dunnigan Fire,,2016-07-15 14:00:00+00:00,b6b6ef56-0d7f-4c97-b072-74b712aa1e65,2016-07-15 15:40:00+00:00,1.6666666666666667
539,83.0,2016,,,,,False,True,,,36.499140000000004,-121.04993,False,Old Fire,,2016-06-12 12:45:00+00:00,fb7d6492-444e-420c-9111-0f8999d3af04,2016-06-12 15:45:00+00:00,3.0
540,80.0,2016,,,,,False,True,,,40.19611,-122.26736000000001,False,Baker Fire,,2016-08-03 17:27:00+00:00,140161a1-ca06-448a-87f2-27e688b2d922,2016-08-04 07:50:00+00:00,14.383333333333333
542,80.0,2016,,,,,False,True,,,39.7947,-121.85700000000001,False,Hoag Fire,,2016-06-11 14:30:00+00:00,10a8344d-e2c6-4585-8094-bbb30e48db8c,2016-06-11 16:15:00+00:00,1.75
543,78.0,2016,,,,,False,True,,,36.92244,-119.39618999999999,False,Sherwood Fire,,2016-07-13 15:52:00+00:00,69b7a19e-7be7-43c1-8779-c7110b22f552,2016-07-15 14:00:00+00:00,46.13333333333333
544,75.0,2016,,,,,False,True,,,40.68192,-122.4096,False,Lake Fire,,2016-09-10 15:45:00+00:00,47ee7239-2bc9-4794-8582-982a92fdda9f,2016-09-12 19:00:00+00:00,51.25
545,70.0,2016,,,,,False,True,,,36.6543,-119.5327,False,Newmark Fire,,2016-09-23 12:40:00+00:00,2e8eb057-1d9a-41a7-ab9f-9b85ce3374c4,2016-09-24 20:00:00+00:00,31.333333333333332
546,70.0,2016,,,,,False,True,,,36.2833,-121.3306,False,Arroyo Fire,,2016-06-18 16:47:00+00:00,ae6a40fa-c0f3-460b-8e19-fbf4b5803bb8,2016-06-20 18:15:00+00:00,49.46666666666667
547,70.0,2016,,,,,False,True,,3.0,33.41639,-117.08828999999999,True,Pala Fire,250.0,2016-05-31 13:48:00+00:00,c88af25d-aff4-4b20-9c58-0b819c8ae99a,2016-06-07 06:45:00+00:00,160.95
548,69.0,2016,,,4.0,,False,True,,,39.0863,-122.7891,True,Foothill Fire,14.0,2016-07-19 17:16:00+00:00,6a75dc36-9f37-4c3a-870d-345f94a8104c,2016-07-22 18:15:00+00:00,72.98333333333333
549,65.0,2016,4.0,0.0,5.0,,False,True,,,38.40958,-122.43172,True,Creek Fire,86.0,2016-10-10 16:13:00+00:00,3135c367-1274-4cc4-9152-661f6fd7707e,2016-10-12 18:00:00+00:00,49.78333333333333
550,61.0,2016,,,,,False,True,,,35.77135,-120.251,False,Cotton Fire,,2016-06-11 15:04:00+00:00,bae93037-2a91-4189-b256-3325cd2b6979,2016-06-12 12:30:00+00:00,21.433333333333334
551,57.0,2016,,,,,False,True,,,38.33475,-122.02564,False,Oak Fire,,2016-07-22 13:01:00+00:00,dc7637b2-fa97-47c7-bbce-c0fd1a015592,2016-07-22 16:07:00+00:00,3.1
552,57.0,2016,,,,,False,True,,,37.98171,-120.64241000000001,True,Baker Fire,,2016-07-21 15:06:00+00:00,2dae3029-2d17-445a-9fac-e95345b179e0,2016-07-22 19:00:00+00:00,27.9
554,52.0,2016,,,,,False,True,,,36.1934,-120.9293,False,Lowe Fire,,2016-06-23 17:57:00+00:00,61556003-7789-4b9e-8f16-5563624b4621,2016-06-24 18:20:00+00:00,24.383333333333333
555,50.0,2016,,,,,False,True,,,39.7299,-123.5044,False,Ruff Fire ,,2016-09-10 14:06:00+00:00,2a2e0af5-24d7-4903-bab4-3705f5d788fb,2016-09-15 09:10:00+00:00,115.06666666666666
556,50.0,2016,,,,,False,True,,,34.3183,-117.3189,False,Spring Fire,,2016-09-07 16:53:00+00:00,324a3c48-efcc-4385-ab87-baf0b5e29b5d,2016-09-09 06:00:00+00:00,37.11666666666667
557,50.0,2016,,,,,False,True,,,38.79549,-121.00299,True,Storksbill Fire,,2016-07-22 13:15:00+00:00,f273dffb-e1eb-48dc-b0f9-908857e78095,2016-07-23 18:00:00+00:00,28.75
559,49.0,2016,,,,,False,True,,,39.43351,-121.6051,False,70 Fire,,2016-06-21 15:09:00+00:00,6b542aff-fa1b-46fc-b3da-26c1afdbc446,2016-06-21 16:30:00+00:00,1.35
560,47.0,2016,,,,,False,True,,,39.20427,-121.05948000000001,False,Auburn Fire,,2016-09-17 13:40:00+00:00,1f8b3267-c3bd-43f5-9733-2b30c97d45ee,2016-09-20 18:00:00+00:00,76.33333333333333
561,47.0,2016,,,,,False,True,,,33.578720000000004,-117.77395,False,Laguna Fire,,2016-06-26 13:10:00+00:00,c27c5212-1891-4105-86ee-9f97016ef159,2016-06-29 18:30:00+00:00,77.33333333333333
562,45.0,2016,5.0,2.0,18.0,,False,True,2.0,,38.5212,-120.8416,True,Bell Fire,150.0,2016-09-23 13:12:00+00:00,0bf08653-1441-4e73-b24b-1296afb12b45,2016-09-25 17:45:00+00:00,52.55
563,45.0,2016,,,,,False,True,,,36.099740000000004,-120.51057,False,Kugelman Fire,,2016-08-09 17:30:00+00:00,28b9dc5f-f9c0-41fb-81d6-8db562122f00,2016-08-10 17:00:00+00:00,23.5
564,45.0,2016,,,,,False,True,,,34.27619,-118.63264,False,Kuehner Fire,,2016-07-01 14:00:00+00:00,174608a2-14fd-4278-9811-cb7e5e5a3883,2016-07-01 19:50:00+00:00,5.833333333333333
565,43.0,2016,,,,,False,True,,,39.93965,-122.40142,False,Paskenta Fire,,2016-06-21 10:26:00+00:00,b1b2a50c-c131-4be2-9398-8adee38c1c19,2016-06-21 13:00:00+00:00,2.566666666666667
568,40.0,2016,,,,,False,True,,,38.558,-121.1309,False,Boys Fire,,2016-09-11 11:25:00+00:00,2d2aa30d-5c3f-4f46-97eb-54b63bec7f3a,2016-09-12 19:00:00+00:00,31.583333333333332
570,40.0,2016,,,,,False,True,,,38.012640000000005,-122.1885,False,Franklin Fire,,2016-07-24 16:30:00+00:00,416155ea-f8ff-43cf-abf0-e888584bf5bc,2016-07-24 19:00:00+00:00,2.5
571,38.0,2016,,,,,False,True,,,39.39051,-120.51886999999999,False,Phoenix Fire,,2016-09-07 15:09:00+00:00,af8f8070-a3d6-4ca2-8e2b-6da1049a5bea,1969-12-31 16:00:00+00:00,-409247.15
572,38.0,2016,,,,,False,True,,,37.24006,-119.4741,False,Fork Fire,,2016-07-29 17:55:00+00:00,7066c984-1420-4c59-b175-9536da4c5d14,2016-07-31 18:55:00+00:00,49.0
573,36.0,2016,,,,,False,True,,,39.8748511,-123.42670109999999,False,Mina Fire,,2016-08-30 13:35:00+00:00,b44c3b1e-b243-455e-9ca9-9a1b5570e003,2016-08-31 07:15:00+00:00,17.666666666666668
574,36.0,2016,,,,,False,True,,,38.68403,-122.26015,False,Knoxville Fire,,2016-08-09 18:50:00+00:00,ef4185e8-9b3a-421f-9fae-a0b954b0b3c0,2016-08-10 17:00:00+00:00,22.166666666666668
575,35.0,2016,,,,,False,True,,,33.22558,-117.14546999999999,False,Gopher Fire,,2016-08-10 09:14:00+00:00,4f623d67-d74b-4e8f-92f4-ed728970e20e,2016-08-11 18:30:00+00:00,33.266666666666666
576,35.0,2016,,,,,False,True,,,40.61213,-122.47091,False,Mountain Fire,,2016-08-09 12:14:00+00:00,93995926-26b0-4158-9f93-fec263f40b47,2016-08-10 17:00:00+00:00,28.766666666666666
578,35.0,2016,,,,,False,True,,,37.96311,-120.67335,False,Stagecoach Fire,,2016-07-12 15:19:00+00:00,eb9d05b5-7578-44bf-9eb1-3ddba425ff20,2016-07-13 19:00:00+00:00,27.683333333333334
579,33.0,2016,,,,,False,True,,,38.22017,-120.8678,False,Campo Fire,,2016-06-27 18:00:00+00:00,2225d427-97d7-4d71-a83a-814f38a1c947,2016-06-30 07:00:00+00:00,61.0
580,32.0,2016,,,,,False,True,,,41.6314,-122.7933,False,Moffett Fire,,2016-09-12 16:28:00+00:00,ed16bf52-f886-4384-b841-2e755234aa29,2016-09-13 18:30:00+00:00,26.033333333333335
581,32.0,2016,,,,,False,True,,,37.81434,-120.69521,False,Frymire Fire,,2016-07-30 17:25:00+00:00,f4026428-ad5a-42c7-b68e-959554a31343,2016-08-01 08:05:00+00:00,38.666666666666664
582,32.0,2016,,,,,False,True,,,38.3131,-121.06452,False,Clay Fire,,2016-06-03 16:57:00+00:00,c5d590f0-97fe-4ac3-987d-ebceed6dbfc2,2016-06-03 19:55:00+00:00,2.966666666666667
583,30.0,2016,,,,,False,True,,,39.8851,-121.6998,False,Old Fire,,2016-09-16 23:28:00+00:00,69e1a36d-21ab-4feb-b31c-dbfac4bf62d1,2016-09-19 18:30:00+00:00,67.03333333333333
584,30.0,2016,,,,,False,True,,,36.58972,-118.15588999999999,False,Lone Pine Fire,,2016-07-01 12:56:00+00:00,6f07d935-7d64-4be8-8e96-d34384686bf8,2016-07-02 20:00:00+00:00,31.066666666666666
585,30.0,2016,,,,,False,True,,,36.80296,-121.40303999999999,False,Hidden Fire,,2016-06-03 17:39:00+00:00,a757d4f9-2aa1-44c8-b986-ac00ca2fafdd,2016-06-03 17:30:00+00:00,-0.15
586,30.0,2016,1.0,1.0,9.0,,False,True,1.0,,39.624016999999995,-121.59509299999999,True,70 Fire,42.0,2016-05-29 16:51:00+00:00,6227f4ad-3e40-4f3b-b210-3e55483e1e84,2016-05-29 19:53:00+00:00,3.033333333333333
587,30.0,2016,,,,,False,True,,,37.2171,-121.08036000000001,False,Taglio Fire,,2016-04-24 11:10:00+00:00,7106ba43-100b-41f9-acbf-9fb9e9ab9ef7,2016-04-24 15:30:00+00:00,4.333333333333333
588,28.0,2016,,,,,False,True,,,33.254355,-117.158475,False,Gopher Fire,,2016-11-13 11:14:00+00:00,6f600260-2bdb-4f53-9d1a-eab8afb3a11a,2016-11-14 18:00:00+00:00,30.766666666666666
589,28.0,2016,,,,,False,True,,,33.00056,-116.9571,True,Rock Fire,,2016-07-22 14:47:00+00:00,0b655a9d-94b3-4095-acfd-d40ac8347318,2016-07-24 14:30:00+00:00,47.71666666666667
590,26.0,2016,2.0,1.0,8.0,,False,True,,,38.2581,-120.8657,True,Deer Fire,,2016-08-05 13:49:00+00:00,38fe21ed-2019-4be9-abdf-bf46ac5f59e3,2016-08-06 10:06:00+00:00,20.283333333333335
591,26.0,2016,,,,,False,True,,,41.961909999999996,-122.59328000000001,False,Bailey Fire,,2016-07-19 14:09:00+00:00,be2805af-a801-4ca9-b9e7-14f3b896097e,2016-07-20 09:00:00+00:00,18.85
592,25.0,2016,,,,,False,True,,,37.11831,-121.69783999999999,False,Oak Fire,,2016-09-01 14:36:00+00:00,e935ecb3-5eba-43f8-ae02-624b3d5bc03a,2016-09-02 06:55:00+00:00,16.316666666666666
593,25.0,2016,,,,,False,True,,,37.06531,-121.68576999999999,False,Oak Fire,,2016-08-12 16:00:00+00:00,b82b0e22-4155-43dd-ac33-1da015b6d3d2,2016-08-14 19:50:00+00:00,51.833333333333336
596,25.0,2016,,,,,False,True,,,38.64107,-120.6955,True,Aukum Fire,,2016-06-03 12:41:00+00:00,f2b5faf1-9ff0-48b7-8151-25880262bec1,2016-06-04 15:30:00+00:00,26.816666666666666
597,25.0,2016,,,,,False,True,,,35.8378273,-121.0381507,False,Bryson Fire,,2016-05-12 14:13:00+00:00,afaa2efe-d946-4ff9-93c2-459aad31b908,2016-05-12 20:45:00+00:00,6.533333333333333
598,24.0,2016,,,,,False,True,,,40.61388,-122.46777,False,Keswick Fire,,2016-06-11 16:02:00+00:00,20e4887c-b772-460d-98be-d60f39171aeb,2016-06-12 15:00:00+00:00,22.966666666666665
599,23.0,2016,,,,,False,True,,,40.4572,-124.05803999999999,False,Stafford Fire,,2016-08-11 14:57:00+00:00,bc2fd9c2-da5c-4cd7-bbec-9daf2143a196,2016-08-16 08:45:00+00:00,113.8
600,23.0,2016,,,,,False,True,,,41.71847,-122.36923999999999,False,Table Fire,,2016-07-21 20:30:00+00:00,5d276af0-17d5-47d5-8f0e-86756d91b5c6,2016-07-22 12:00:00+00:00,15.5
601,21.0,2016,,,,,False,True,,,40.9878,-123.77832,False,Summit Fire,,2016-08-12 17:23:00+00:00,861bfbd3-ce1c-46bd-a32b-2848b7399119,2016-08-19 08:30:00+00:00,159.11666666666667
602,20.0,2016,,,,,False,True,,,34.25858,-117.4415,False,Ken Fire,,2016-09-03 21:51:00+00:00,383c3df6-a1eb-40fd-b798-41481dff679a,2016-09-04 18:55:00+00:00,21.066666666666666
603,20.0,2016,,,,,False,True,,,39.1408865,-122.9148951,False,Mockingbird Fire,,2016-08-30 16:54:00+00:00,1780f987-76f9-4a82-81bd-6cb914758eec,2016-08-31 07:05:00+00:00,14.183333333333334
606,15.0,2016,,,,,False,True,,,33.11645,-116.58542,False,Shelter Fire,,2016-07-11 12:58:00+00:00,7ebdcc3e-f402-4ab7-88d4-82d99d59b019,2016-07-12 10:30:00+00:00,21.533333333333335
609,10.0,2016,,,,,False,True,,,36.217,-118.551,False,Jacobson Fire,,2016-10-20 17:00:00+00:00,2458cd6c-82d6-43ef-b509-706e3af69451,2016-12-19 13:30:00+00:00,1436.5
610,0.0,2016,,,,,False,True,,,38.575540000000004,-120.00606,False,Mokelumne Fire,,2016-08-18 12:05:00+00:00,5823867d-c458-4673-858f-0ded99b6121f,2016-08-30 12:05:00+00:00,288.0
612,0.0,2016,,,,,False,True,,,35.01382,-119.58206000000001,False,Soda Fire,,2016-06-04 17:46:00+00:00,5c86c26b-e6c0-4e47-90b7-bc5da3885ebe,2016-06-19 08:30:00+00:00,350.73333333333335
614,0.0,2016,,,,,False,True,,,35.84883,-118.08591000000001,False,Chimney Fire,,2016-06-01 15:35:00+00:00,6afa1ccf-e1b6-492b-bcaa-9189cd3487aa,2016-06-19 18:00:00+00:00,434.4166666666667
615,0.0,2016,,,,,False,True,,,34.6888731,-118.78925929999998,False,Gorman Fire,,2016-04-19 13:09:00+00:00,2c77fa07-73e6-45fe-a527-5bd526bdef41,2016-04-19 15:30:00+00:00,2.35
661,4100.0,2017,,,,,False,True,,,33.3237,-117.163,True,Lilac Fire,,2017-12-07 11:15:00+00:00,fc4fcd00-8eee-43e5-b77f-bbd0c1669744,2018-01-09 13:47:00+00:00,794.5333333333333
662,4016.0,2017,,,,,False,True,,2.0,39.577009999999994,-121.30208999999999,False,Ponderosa Fire,,2017-08-29 13:16:00+00:00,7c9253af-4c43-41bb-b1de-44af15e0d83e,2018-08-30 15:27:00+00:00,8786.183333333332
663,3874.0,2017,8.0,2.0,34.0,,False,True,2.0,,33.974709999999995,-117.09983999999999,True,Palmer Fire,,2017-09-02 13:33:00+00:00,cfa04438-152b-4f4b-a712-4343af8c7fcf,2018-01-09 12:50:00+00:00,3095.2833333333333
664,3142.0,2017,,,,,False,True,,,41.853,-123.676,False,Young Fire,,2017-08-07 17:45:00+00:00,687e2987-2306-477b-bbaf-0d5465eb1e7c,2018-01-09 12:26:00+00:00,3714.6833333333334
665,2940.0,2017,,,,,False,True,,,35.77896,-118.89627,False,Hawk Fire,,2017-07-07 09:18:00+00:00,1652d79a-f4fc-4151-a0d1-1b7366730f47,2018-01-09 11:46:00+00:00,4466.466666666666
666,2662.0,2017,,,,,False,True,,,33.8668,-117.68598,False,Canyon Fire,,2017-09-25 13:03:00+00:00,0176a674-c102-4854-92af-7d09aa3e1430,2018-03-28 11:36:00+00:00,4414.55
667,2575.0,2017,,,,,False,True,,,39.75312,-120.75485,False,Eureka Fire,,2017-09-05 18:38:00+00:00,47988f74-d4bd-4ddd-814e-22ebc2ca5ccf,2018-01-09 13:18:00+00:00,3018.6666666666665
668,2312.0,2017,,,,,False,True,,,36.05187,-120.05403999999999,False,I-5 Fire,,2017-08-24 18:13:00+00:00,2f2a4afd-06f1-4b57-b3f2-db8e3d9ac05c,2018-01-09 12:44:00+00:00,3306.516666666667
669,2295.0,2017,,,,,False,True,,,36.257,-118.296,False,Indian Fire,,2017-08-02 18:00:00+00:00,345f6faa-9946-418e-8a60-d5cb9efb3af4,2018-01-09 12:17:00+00:00,3834.2833333333333
670,2289.0,2017,,,,,False,True,,,36.0226,-118.94252,False,Roadrunner Fire,,2017-07-30 17:43:00+00:00,eff9d678-293f-43aa-96af-c5cf3203b31f,2018-01-09 12:15:00+00:00,3906.5333333333333
