,AcresBurned,ArchiveYear,CrewsInvolved,Dozers,Engines,Fatalities,Featured,Final,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,Started,UniqueId,Updated,Duration
917,35.0,2017,,,,,False,True,,,33.74925,-117.10301000000001,False,Melba Fire,,2017-09-29 18:01:00+00:00,58533f37-ed81-4ac4-89e9-b4088684d9e7,2018-01-09 13:28:00+00:00,2443.45
918,35.0,2017,,,,,False,True,,,38.08055,-122.77846000000001,False,Spaletta Fire,,2017-07-12 16:15:00+00:00,bf2e0a34-e600-4e21-9135-168e28c2893d,2018-01-09 11:54:00+00:00,4339.65
919,35.0,2017,,,,,False,True,,,33.993159999999996,-117.48405,False,Jurupa Fire,,2017-07-04 15:20:00+00:00,252345dd-886b-4bd2-90b9-161727a2fc2d,2018-01-09 11:43:00+00:00,4532.383333333333
920,35.0,2017,,,,,False,True,,,38.458220000000004,-120.92161999999999,False,Latrobe Fire,,2017-06-27 07:39:00+00:00,4f0ff7c1-7c96-4f68-87e8-be4466945c2b,2018-01-09 11:09:00+00:00,4707.5
921,35.0,2017,,,,,False,True,,,35.373509999999996,-118.84133999999999,False,Breckenridge Fire,,2017-06-09 04:53:00+00:00,b11adfe0-b74d-4321-b1bd-3fc0b8f0929b,2018-01-09 10:29:00+00:00,5141.6
922,35.0,2017,,,,,False,True,,,33.96419,-117.20506999999999,False,Smiley Fire,,2017-05-21 16:12:00+00:00,54ddf2ef-28b0-4c34-bfe0-1d084f4f57e2,2018-01-09 10:07:00+00:00,5585.916666666667
923,34.0,2017,,,,,False,True,,,34.21829,-117.40625,False,Meyers Fire,,2017-12-05 13:28:00+00:00,c5783ba0-227e-4ff6-9d7d-61532ccd469b,2018-01-09 13:47:00+00:00,840.3166666666667
924,34.0,2017,,,,,False,True,,,33.73547,-117.33363999999999,False,Ellie Fire,,2017-09-10 13:49:00+00:00,99a7ed51-e64a-4aa9-b8ba-6a9ae4752db0,2019-07-01 13:07:31.433000+00:00,15815.308731388888
925,34.0,2017,,,,,False,True,,,40.036970000000004,-123.64214,False,Miller Fire,,2017-08-31 13:57:00+00:00,62a6c794-97db-4b57-9033-958bcf2e5a99,2018-01-09 12:49:00+00:00,3142.866666666667
926,34.0,2017,,,,,False,True,,,36.855959999999996,-121.30983,False,Valley Fire,,2017-07-04 13:21:00+00:00,9668cfe5-b636-4147-bce1-da8e8b3fb5c2,2018-01-09 11:42:00+00:00,4534.35
927,33.0,2017,,,,,False,True,,,33.763304,-117.314994,False,Christmas Fire,,2017-07-07 12:56:00+00:00,bc89aab5-5f30-46a2-9881-6dbae22893b6,2018-01-09 11:46:00+00:00,4462.833333333333
928,33.0,2017,,,,,False,True,,,33.584036,-116.97203600000002,False,Valley Fire,,2017-06-13 12:00:00+00:00,67ba6e61-b5ca-48f4-8e56-9cedeaeb65ea,2018-01-09 10:32:00+00:00,5038.533333333334
929,33.0,2017,,,,,False,True,,,35.60633,-118.4642,False,Creek Fire ,,2017-06-04 22:11:00+00:00,46c4f0c2-6760-4e42-ac2f-ec25c2486628,2018-01-09 10:24:00+00:00,5244.216666666666
930,32.0,2017,,,,,False,True,,,40.804,-123.375,False,Sandy Fire,,2017-08-02 11:13:00+00:00,5ef75bbf-adba-424a-bef3-a5efed5b5e2c,2018-01-09 12:16:00+00:00,3841.05
931,32.0,2017,,,,,False,True,,,40.79902,-123.39253000000001,False,Sandy Fire,,2017-08-02 08:30:00+00:00,5367822f-b489-4da5-b90e-c5b2c8abf318,2018-01-09 12:17:00+00:00,3843.7833333333333
932,32.0,2017,,,,,False,True,,,33.626129999999996,-117.07975,False,Washington Fire,,2017-07-13 10:28:00+00:00,bfa2d3e8-2ede-423f-b7db-f8e6f44a3c82,2018-01-09 11:54:00+00:00,4321.433333333333
933,32.0,2017,,,,,False,True,,,35.90092,-120.93371,True,Shore Fire,,2017-06-16 15:49:00+00:00,7cae5704-9ba2-487c-a48b-bb440c95da6e,2018-01-09 10:34:00+00:00,4962.75
934,32.0,2017,,,,,False,True,,,35.902149,-120.98368400000001,False,Pleyto Fire,,2017-06-11 18:12:00+00:00,f32d4562-5032-4645-ac8f-afb3fab4c704,2018-01-09 10:30:00+00:00,5080.3
935,31.0,2017,,,,,False,True,,,36.5858,-121.80377,False,York Fire,,2017-10-15 14:55:00+00:00,c58da6fd-a2e2-4706-9a2e-ee03884c714d,2018-01-09 13:40:00+00:00,2062.75
936,31.0,2017,,,,,False,True,,,36.099681,-120.443545,False,Juniper Fire,,2017-08-23 13:28:00+00:00,83d87ff0-be6c-46fa-ab96-b9845d5d4edc,2018-01-09 12:44:00+00:00,3335.266666666667
937,31.0,2017,,,,,False,True,,,35.60001,-118.4683,False,Hub Fire,,2017-05-12 05:05:00+00:00,5115a26e-e8e8-42cd-9aeb-f5c41efd770a,2018-01-09 09:55:00+00:00,5812.833333333333
938,30.0,2017,,,,,False,True,,,34.52055,-118.62881999999999,False,Castaic Fire,,2017-08-31 16:32:00+00:00,1e9d7aca-8862-4dff-a8af-5f687afdfda0,2018-03-22 16:34:00+00:00,4872.033333333334
939,30.0,2017,,,,,False,True,,,40.27582,-123.64281000000001,False,Blocksburg Fire,,2017-08-03 16:41:00+00:00,e1582691-805c-4627-b20b-e5e8ba110f20,2018-01-09 12:18:00+00:00,3811.616666666667
940,30.0,2017,,,,,False,True,,,33.968959999999996,-117.25411000000001,False,Timber Fire,,2017-07-03 19:31:00+00:00,b51d7a8d-f768-453e-abb4-665b74998b21,2018-01-09 11:42:00+00:00,4552.183333333333
941,29.0,2017,,,,,False,True,,,38.77921,-120.46234,False,Ice Fire,,2017-10-10 15:36:00+00:00,0e9f14ae-01d5-4fbe-85a0-d0967233dc90,2018-01-09 13:35:00+00:00,2181.983333333333
942,29.0,2017,,,,,False,True,,,40.29118,-122.42606,False,Benson Fire,,2017-07-08 18:58:00+00:00,de1788c0-2996-40cf-9f76-2920b210d6a9,2018-01-09 11:51:00+00:00,4432.883333333333
943,28.0,2017,,,,,False,True,,,39.8255,-121.7127,False,32 Fire,,2017-09-25 11:03:00+00:00,cf38fe5e-29ca-498d-bc9c-d3f2fd8ff883,2018-01-09 13:24:00+00:00,2546.35
944,28.0,2017,,,,,False,True,,,41.4844,-120.36658999999999,False,4-4 Fire,,2017-08-30 11:38:00+00:00,5e01dba8-3d59-41a6-ba60-d78d874eba42,2018-01-09 12:48:00+00:00,3169.1666666666665
946,28.0,2017,,,,,False,True,,,33.79925,-117.11658999999999,False,Nuevo Fire,,2017-06-15 15:51:00+00:00,57b7776f-bae7-4b14-b94c-65806e002a88,2018-01-09 10:33:00+00:00,4986.7
947,27.0,2017,,,,,False,True,,,41.644690000000004,-120.31813999999999,True,4-10 Fire,,2017-08-30 14:50:00+00:00,182f71e9-0f85-4cb0-8711-ee14c0b6b8f8,2018-01-09 12:48:00+00:00,3165.9666666666667
948,27.0,2017,,,,,False,True,,,33.82165,-116.96078999999999,False,Vernon Fire,,2017-06-03 12:09:00+00:00,b0ffe2e4-ae61-4ad9-b1cc-bf31ff254d8d,2018-01-09 10:24:00+00:00,5278.25
949,26.0,2017,,,,,False,True,,,39.03168,-121.40947,False,Jasper Fire,,2017-09-26 15:20:00+00:00,ab42234a-7930-4636-8af5-3fc11ca8b34d,2018-01-09 13:25:00+00:00,2518.0833333333335
950,26.0,2017,,,,,False,True,,,33.71025,-117.31924,False,Trellis Fire,,2017-06-18 16:03:00+00:00,bfa879b5-b526-4114-9137-51d3ea3ad336,2018-01-09 10:59:00+00:00,4914.933333333333
951,26.0,2017,,,,,False,True,,,33.94788,-116.59719,False,Fairview Fire,,2017-06-01 16:12:00+00:00,663d291c-7ba8-415d-9cab-58d41a886cfd,2018-01-09 10:23:00+00:00,5322.183333333333
952,25.0,2017,,,,,False,True,,,33.18716,-116.50896999999999,False,Wilson Fire,,2017-10-15 14:05:00+00:00,d720af5d-af7c-4052-92b3-fced863cb675,2018-01-09 13:40:00+00:00,2063.5833333333335
953,25.0,2017,,,,,False,True,,,35.76343,-121.04445,False,Cove Fire,,2017-09-23 15:40:00+00:00,92fc9725-ac49-4632-8bbf-e299483940b8,2018-01-09 13:23:00+00:00,2589.7166666666667
954,25.0,2017,,,,,False,True,,,32.59252,-116.61608999999999,False,Border 9 Fire,,2017-09-07 15:41:00+00:00,d0b51e42-5558-47c9-8617-34f6f977ab79,2018-01-09 13:19:00+00:00,2973.633333333333
955,25.0,2017,,,,,False,True,,,40.719229999999996,-122.02525,False,Hopper Fire,,2017-09-01 11:21:00+00:00,406e30d2-2ac0-4c0b-998c-761adde20177,2018-01-09 12:49:00+00:00,3121.4666666666667
956,25.0,2017,,,,,False,True,,,32.7789,-116.8516,False,Sloane Fire,,2017-06-27 09:38:00+00:00,7696644d-0908-4149-8d6e-aa50c1233d67,2018-01-09 11:09:00+00:00,4705.516666666666
957,25.0,2017,,,,,False,True,,,37.02081,-119.95136000000001,False,Road Fire,,2017-06-18 14:04:00+00:00,b3695ebc-e761-4577-8439-6330bed36594,2018-01-09 10:35:00+00:00,4916.516666666666
958,25.0,2017,,,,,False,True,,,34.29931,-118.37539,False,5 Fire,,2017-06-03 15:39:00+00:00,14e249f0-f21c-4d2f-bc5f-68d5d177e849,2018-01-09 10:24:00+00:00,5274.75
959,25.0,2017,,,,,False,True,,,32.679,-116.29296000000001,False,Ribbonwood Fire,,2017-05-24 15:30:00+00:00,9b9bf8b4-8378-46e5-a760-67e89e2279e2,2018-01-09 10:10:00+00:00,5514.666666666667
960,23.0,2017,,,,,False,True,,,33.50488,-117.02131999999999,False,Portola Fire,,2017-10-10 14:57:00+00:00,61e9a1f4-a263-47a0-93ee-64b52ebd92a9,2018-01-09 13:32:00+00:00,2182.5833333333335
961,22.0,2017,,,,,False,True,,,37.77982,-122.169,False,Edwards Fire,,2017-09-26 12:22:00+00:00,c4f61042-d1ef-4d00-956d-785368ee34ca,2018-01-09 13:25:00+00:00,2521.05
962,22.0,2017,,,,,False,True,,,38.20176,-120.67848000000001,False,Gold Fire,,2017-07-05 16:56:00+00:00,7d77d3d1-40b5-40ab-8a53-2550f2001094,2018-01-09 11:44:00+00:00,4506.8
963,22.0,2017,4.0,2.0,6.0,,False,True,,,38.68347,-122.2654,True,Refuge Fire,80.0,2017-06-13 10:18:00+00:00,7d9de7fd-f95d-4edb-bda6-804b734eedc8,2018-01-09 10:31:00+00:00,5040.216666666666
964,21.0,2017,,,,,False,True,,,35.411120000000004,-120.00353,False,Soda Fire,,2017-10-20 12:13:00+00:00,494792db-3107-4323-b176-fde4c58cd647,2018-01-09 13:42:00+00:00,1945.4833333333333
965,21.0,2017,,,,,False,True,,,39.01748,-122.49327,False,Mule Fire,,2017-09-05 14:55:00+00:00,180ea977-b5c2-483d-b9f4-c2f8b8b05ebe,2018-01-09 13:19:00+00:00,3022.4
966,21.0,2017,,,,,False,True,,,36.108579999999996,-118.81979,False,Globe Fire,,2017-07-05 08:24:00+00:00,0a664214-c090-4889-8439-06836f89d830,2018-01-09 11:44:00+00:00,4515.333333333333
967,21.0,2017,,,,,False,True,,,39.364000000000004,-121.4143,False,Highway Fire,,2017-06-22 09:49:00+00:00,981484d0-711c-4a7b-9adc-23c9b29f9fae,2018-01-09 11:00:00+00:00,4825.183333333333
969,21.0,2017,,,,,False,True,,,36.355779999999996,-120.99552,False,Bitterwater Fire,,2017-05-22 04:50:00+00:00,f5ef2d0f-66a7-4d75-a9e8-03c42524d723,2018-01-09 10:07:00+00:00,5573.283333333334
970,20.0,2017,,,,,False,True,,,40.88516,-123.96843999999999,True,Blue Fire,,2017-10-08 16:40:00+00:00,e2c1718a-40e5-4139-a379-011c77f021bd,2018-01-09 13:30:00+00:00,2228.8333333333335
971,20.0,2017,,,,,False,True,,,38.51937,-123.24713,False,Fort Fire,,2017-10-07 20:00:00+00:00,fc87e089-36dc-4314-8321-7d91e7eead21,2018-01-09 13:30:00+00:00,2249.5
972,20.0,2017,,,,,False,True,,,40.20077,-122.24731000000001,False,36 Fire,,2017-10-03 16:22:00+00:00,bc12dbf6-db36-4dcf-86d6-84d3beb14cad,2018-01-09 13:29:00+00:00,2349.116666666667
973,20.0,2017,,,,,False,True,,,37.659859999999995,-120.31156999999999,False,Falls Fire,,2017-08-01 16:33:00+00:00,09f55a45-f261-492f-b496-8744d878ef57,2018-01-09 12:16:00+00:00,3859.7166666666667
974,20.0,2017,,,,,False,True,,,34.139,-117.199,False,Seine Fire,,2017-07-22 15:49:00+00:00,a441e39a-1be1-4be5-8c07-b32bc6f07df0,2018-01-09 12:03:00+00:00,4100.233333333334
975,20.0,2017,,,,,False,True,,,39.13207,-123.10226999999999,True,Range Fire,,2017-07-17 12:37:00+00:00,7f742021-ea49-4de5-89a2-f5b9d05d6bbb,2018-01-09 11:58:00+00:00,4223.35
976,20.0,2017,,,,,False,True,,,33.52584,-116.85226000000002,False,Reed Fire,,2017-06-13 17:21:00+00:00,338af3e2-098b-4d1b-8f98-6020b212b68f,2018-01-09 10:32:00+00:00,5033.183333333333
977,20.0,2017,,,,,False,True,,,37.86549,-122.2102,False,Fish Fire,,2017-06-05 13:17:00+00:00,304c7c4c-140e-40f4-ac9f-36926c07e5fc,2018-01-09 10:26:00+00:00,5229.15
978,20.0,2017,,,,,False,True,,,35.983000000000004,-119.91508,False,City Fire,,2017-05-18 12:54:00+00:00,3fce8146-ff21-4399-9a94-f37124b34331,2018-01-09 10:04:00+00:00,5661.166666666667
979,20.0,2017,,,,,False,True,,,35.77082,-120.92482,False,Nacimiento Fire,,2017-05-14 12:00:00+00:00,1423af4f-16d5-4f19-a01d-fc3ebc124201,2018-01-09 09:56:00+00:00,5757.933333333333
980,19.0,2017,,,,,False,True,,,33.88994,-116.91023,False,Longhorn Fire,,2017-12-13 15:27:00+00:00,d3f8db86-9947-4a4e-9113-0d7e4806417f,2018-01-09 13:49:00+00:00,646.3666666666667
981,19.0,2017,,,,,False,True,,,39.06414,-121.13736999999999,False,Garden Fire,,2017-10-10 12:30:00+00:00,11392e98-1571-4405-8f9c-d347caca28ce,2018-01-09 13:33:00+00:00,2185.05
982,19.0,2017,,,,,False,True,,,33.797216,-117.12453799999999,False,Nuevo Fire,,2017-08-13 13:34:00+00:00,bae69034-3bf6-48c3-a642-d0242cf090f9,2018-01-09 12:38:00+00:00,3575.0666666666666
983,19.0,2017,,,,,False,True,,,40.39799,-123.57562,False,Sway Fire,,2017-08-01 10:23:00+00:00,82689e99-9158-4403-b8c5-bababc3c81f6,2018-01-09 12:16:00+00:00,3865.883333333333
984,19.0,2017,,,,,False,True,,,37.81827,-120.65763999999999,False,Willms Fire,,2017-07-18 22:39:00+00:00,1eef0c21-122b-4522-80d1-edf08c82c777,2018-01-09 12:01:00+00:00,4189.366666666667
985,19.0,2017,,,,,False,True,,,40.703775,-122.64507900000001,True,King Fire,,2017-06-26 12:30:00+00:00,91d07ea9-cf5f-489c-aa4f-97fa6c0fb8a4,2018-01-09 11:08:00+00:00,4726.633333333333
986,19.0,2017,,,,,False,True,,,35.717040000000004,-118.30601000000001,False,Fay Fire,,2017-05-01 12:44:00+00:00,f5237d47-f15b-4f4b-8b1c-6f11235f954d,2018-01-09 09:54:00+00:00,6069.166666666667
987,18.0,2017,,,,,False,True,,,38.26294,-122.71998,False,Bodega Fire,,2017-08-27 13:30:00+00:00,d83bfb8a-f1e6-4213-b514-89fc16d2eb72,2018-01-09 12:45:00+00:00,3239.25
988,18.0,2017,,,,,False,True,,,39.53944,-121.54722,False,Lakeland Fire,,2017-07-04 15:45:00+00:00,6ae3d56e-0258-49f5-9e71-5b5abe141479,2018-01-09 11:43:00+00:00,4531.966666666666
989,18.0,2017,,,,,False,True,,,36.61332,-120.7109,False,Panoche Fire,,2017-05-28 16:16:00+00:00,21e9f99a-35a5-41cd-a44b-92363fbf5081,2018-01-09 10:21:00+00:00,5418.083333333333
990,18.0,2017,,,,,False,True,,,36.1727,-120.86681999999999,False,Pine Fire,,2017-05-16 16:10:00+00:00,75bb079a-1de8-4824-a933-e19f69948438,2018-01-09 09:58:00+00:00,5705.8
991,17.0,2017,,,,,False,True,,,37.41231,-119.87465,False,Ramblin Fire,,2017-10-03 11:44:00+00:00,273d1f78-c432-46c0-8969-26c3f936cc65,2018-01-09 13:29:00+00:00,2353.75
992,17.0,2017,1.0,,2.0,,False,True,,,40.92602,-121.5935,True,Corner Fire,20.0,2017-08-17 14:15:00+00:00,1b49e4e3-7506-4bf4-b86f-fd3ca93fd85b,2018-01-09 12:42:00+00:00,3478.45
993,17.0,2017,,,,,False,True,,,40.69259,-122.17383999999998,False,Sky Fire,,2017-07-29 17:29:00+00:00,00a13d84-415e-4106-aa31-2e664ed9eabf,2018-01-09 12:12:00+00:00,3930.7166666666667
994,17.0,2017,,,,,False,True,,,35.556667,-120.47399999999999,False,Rocky Fire,,2017-05-20 13:11:00+00:00,fbc11fc4-573b-465f-a9ac-a879ee2cdda2,2018-01-09 10:06:00+00:00,5612.916666666667
995,17.0,2017,,,,,False,True,,,36.2771,-120.94328,True,Lonoak Fire,,2017-05-17 15:18:00+00:00,2d12b95c-3f4e-41bc-a771-8ae2cb80b99e,2018-01-09 09:59:00+00:00,5682.683333333333
996,17.0,2017,,,,,False,True,,,33.88466,-116.99229,False,Canyon Fire,,2017-05-14 12:51:00+00:00,48c4b519-eaf5-4ae8-9470-31e8770a70ac,2018-01-09 09:56:00+00:00,5757.083333333333
997,16.0,2017,,,,,False,True,,,35.188,-119.2877,False,Elk Fire,,2017-06-02 18:55:00+00:00,adf741f6-5416-41c5-af26-01240cc361cf,2018-01-09 10:23:00+00:00,5295.466666666666
998,16.0,2017,,,,,False,True,,,34.04412,-116.55326000000001,False,Matz Fire,,2017-05-29 01:20:00+00:00,524b1e23-8921-4195-812d-7ec8ee5020b7,2018-01-09 10:22:00+00:00,5409.033333333334
999,16.0,2017,,,,,False,True,,,36.96642,-119.58292,False,Rusty Fire,,2017-05-28 07:49:00+00:00,7272decf-0ae8-47aa-b46c-00fc4cd04816,2018-01-09 10:17:00+00:00,5426.466666666666
1000,15.0,2017,,,,,False,True,,,39.87983,-122.5415,False,Paskenta Fire ,,2017-08-10 17:24:00+00:00,a43d0b54-a91e-40ba-b121-2e0f067201b6,2018-01-09 12:31:00+00:00,3643.116666666667
1001,15.0,2017,,,,,False,True,,,39.16826,-120.95498,False,Greenhorn Fire,,2017-07-27 14:49:00+00:00,77ab4672-c61f-488f-a165-acb40eeac713,2019-07-01 13:07:57.247000+00:00,16894.315901944443
1002,15.0,2017,,,,,False,True,,,41.455890000000004,-120.56933000000001,False,Centerville Fire,,2017-07-17 13:38:00+00:00,f568b94d-f388-4231-8aac-ac2572ca872d,2018-01-09 11:58:00+00:00,4222.333333333333
1003,15.0,2017,,,,,False,True,,,35.946999999999996,-120.87491999999999,False,Alvarado Fire,,2017-06-28 09:30:00+00:00,c171dc75-9d35-4c58-b787-032067b16ae7,2018-01-09 11:10:00+00:00,4681.666666666667
1004,15.0,2017,,,,,False,True,,,38.199059999999996,-120.83483999999999,False,Lombardi Fire,,2017-05-28 15:30:00+00:00,42f21a81-e0a3-4b4d-b837-2e6e2efd75a4,2018-01-09 10:21:00+00:00,5418.85
1005,15.0,2017,,,,,False,True,,,33.56777,-116.08003000000001,False,66 Fire,,2017-04-13 02:30:00+00:00,b12ae71e-c6c8-4eab-9aab-d17d1879a639,2018-01-09 09:50:00+00:00,6511.333333333333
1006,14.0,2017,,,,,False,True,,,34.71796,-120.27077,False,Drum Fire,,2017-12-16 12:21:00+00:00,64779f92-8353-4187-ae56-2b83eb66d7ca,2019-07-09 13:53:15.450000+00:00,13681.537625
1007,14.0,2017,,,,,False,True,,,34.605358,-120.414875,False,Coast Fire,,2017-12-14 12:59:00+00:00,2fa6f5ce-1c5b-4147-9f1f-9beb01c499af,2019-07-09 13:54:48.050000+00:00,13728.930013888888
1008,14.0,2017,,,,,False,True,,,39.8629,-121.6268,False,Desabla Fire,,2017-07-02 13:43:00+00:00,97d63e17-e546-49ae-add6-e3b5fa71cb4c,2018-01-09 11:17:00+00:00,4581.566666666667
1009,14.0,2017,,,,,False,True,,,35.80375,-120.52508,False,Hog Fire,,2017-06-09 16:15:00+00:00,b9142a59-e3dd-4797-b6ed-c5c847b16f67,2018-01-09 10:29:00+00:00,5130.233333333334
1010,14.0,2017,,,,,False,True,,,33.97155,-117.44148,False,Moraga Fire,,2017-05-18 17:25:00+00:00,9348a031-c7b3-4165-890a-37a7eb7405db,2018-01-09 10:05:00+00:00,5656.666666666667
1011,13.0,2017,,,,,False,True,,,37.89532,-120.84748,False,Milton Fire,,2017-10-18 12:53:00+00:00,6418a3f5-8f76-4b47-9a46-64af91838857,2018-01-09 13:41:00+00:00,1992.8
1012,13.0,2017,,,,,False,True,,,38.69775,-120.73756999999999,False,Woodland Fire,,2017-07-25 14:13:00+00:00,855e28e2-753b-4c36-bf39-27ace518776d,2018-01-09 12:06:00+00:00,4029.883333333333
1013,13.0,2017,,,,,False,True,,,38.67474,-121.06088000000001,False,Rosado Fire,,2017-07-12 13:51:00+00:00,fd82cbd0-ec25-461c-aef1-4c0c92060348,2018-01-09 11:53:00+00:00,4342.033333333334
1014,13.0,2017,,,,,False,True,,,34.304722,-117.3125,False,Silver Fire,,2017-07-04 13:15:00+00:00,ed40ce35-7338-4f8b-a5ab-e94af6fa7e55,2018-01-09 11:42:00+00:00,4534.45
1015,12.0,2017,,,,,False,True,,,39.44257,-121.60683,False,Pacific Fire,,2017-09-12 17:24:00+00:00,ea832344-b0c6-4443-b5f0-457c462d911c,2018-01-09 13:21:00+00:00,2851.95
1017,12.0,2017,,,,,False,True,,,35.6879,-120.3317,False,Shandon Fire,,2017-05-07 16:41:00+00:00,c7e3bcbf-1065-4e45-a4a3-bf0b5ac6aa23,2018-01-09 09:55:00+00:00,5921.233333333334
1018,12.0,2017,,,,,False,True,,,33.7866,-117.5048,False,Jameson Fire,,2017-04-30 19:43:00+00:00,7fc71135-ee3b-443c-a859-90672936e0c1,2018-01-09 09:54:00+00:00,6086.183333333333
1019,12.0,2017,,,,,False,True,,,37.21812,-121.07761,False,Taglio Fire,,1969-12-31 16:00:00+00:00,fcb8579e-7469-4c9e-9eac-527264e6f26b,2018-01-09 10:05:00+00:00,420978.0833333333
1020,11.0,2017,,,,,False,True,,,38.702890000000004,-122.90217,False,Independence Fire,,2017-07-31 23:17:00+00:00,75fb489f-1e3e-4929-a6fb-a288416b96e0,2018-01-09 12:15:00+00:00,3876.9666666666667
1021,11.0,2017,,,,,False,True,,,33.913089,-117.09623300000001,False,Lisa Fire,,2017-07-02 13:04:00+00:00,64ef64a3-c8b0-48f1-8fec-9cacf8dfcd34,2018-01-09 11:16:00+00:00,4582.2
1022,10.0,2017,,,,,False,True,,,40.247890000000005,-122.255,False,Freeway Fire,,2017-10-08 12:15:00+00:00,e3ed6829-5211-436a-8e32-ec617c3ebc83,2018-01-09 13:31:00+00:00,2233.266666666667
1023,10.0,2017,,,,,False,True,,,37.768879999999996,-120.15846,False,Dexter Fire,,2017-09-20 14:53:00+00:00,04b4caff-a62d-465b-b9a7-81986f91c0c3,2018-01-09 13:23:00+00:00,2662.5
1024,10.0,2017,,,,,False,True,,,37.10067,-119.32108999999998,False,Shaver Fire,,2017-09-11 10:00:00+00:00,e1a5b757-2bc1-440f-b3d1-06cd41171775,2018-01-09 13:19:00+00:00,2883.3166666666666
1025,10.0,2017,,,,,False,True,,,38.34421,-120.72273999999999,False,Sandra Fire,,2017-08-28 17:06:00+00:00,f3c1f59e-b0d5-4c14-976f-ae6c583b2224,2018-01-09 12:46:00+00:00,3211.6666666666665
1026,10.0,2017,,,,,False,True,,,34.23925,-117.85181999999999,False,Rincon Fire,,2017-08-03 16:21:00+00:00,9705ad0d-5bf1-4221-a7c3-3af6d99be3d0,2018-01-09 12:18:00+00:00,3811.95
1027,10.0,2017,,,,,False,True,,,39.36902,-120.97586000000001,False,Grizzly Fire,,2017-07-21 16:50:00+00:00,d9f83833-30c4-448d-b2ca-c5a63791b83d,2018-01-09 12:03:00+00:00,4123.216666666666
1028,10.0,2017,,,,,False,True,,,40.48972,-122.38618999999998,True,North Fire,,2017-07-15 18:10:00+00:00,2ec4e814-477b-47e7-a36b-4da26f94e277,2018-01-09 11:56:00+00:00,4265.766666666666
1029,10.0,2017,,,,,False,True,,,33.77896,-117.24091000000001,False,Navajo Fire,,2017-07-13 14:14:00+00:00,e6626b0a-428c-442f-9ec5-591effef172d,2018-01-09 11:54:00+00:00,4317.666666666667
1030,10.0,2017,,,,,False,True,,,39.50475,-121.33785,True,Rebie Fire,,2017-07-12 13:55:00+00:00,1be14ce2-5e9c-4cc2-89bf-f36cb1d1ccbd,2018-01-09 11:53:00+00:00,4341.966666666666
1031,10.0,2017,,,,,False,True,,,33.91806,-116.99321,False,Canyon Fire,,2017-07-03 13:34:00+00:00,d4f1fc5e-b877-41ee-b491-8e92ded4984f,2018-01-09 11:41:00+00:00,4558.116666666667
1032,10.0,2017,,,,,False,True,,,39.08382,-121.06656000000001,False,Brewer Fire,,2017-07-02 12:41:00+00:00,c99fe9af-6d6b-435a-9084-2248905ad251,2018-01-09 11:16:00+00:00,4582.583333333333
1033,10.0,2017,,,,,False,True,,,33.90965,-116.9669,False,Lambs Fire,,2017-06-18 12:28:00+00:00,294c531a-3299-4038-baa8-c2a92d38d10a,2018-01-09 10:35:00+00:00,4918.116666666667
1035,10.0,2017,,,,,False,True,,,35.564124,-118.79651299999999,False,Pine Fire,,2017-06-05 14:02:00+00:00,8bba8daf-8d47-43e7-8593-fdfa2dea5228,2018-01-09 10:27:00+00:00,5228.416666666667
1036,10.0,2017,,,,,False,True,,,33.87107,-116.88096999999999,False,Shirleon Fire ,,2017-06-04 16:48:00+00:00,7ea6269d-6ba3-41e1-aff6-b4da1c6611d1,2018-01-09 10:26:00+00:00,5249.633333333333
1037,10.0,2017,,,,,False,True,,,39.23205,-121.376,False,Twenty Fire,,2017-05-29 15:31:00+00:00,67d31514-620f-49d1-b4bd-a3a92efd48ca,2018-01-09 10:22:00+00:00,5394.85
1038,10.0,2017,,,,,False,True,,,34.87128,-118.35296000000001,False,Champagne Fire,,2017-05-28 10:59:00+00:00,6fa64139-e5d1-4134-b012-5c1b272ac89a,2018-01-09 10:17:00+00:00,5423.3
1039,10.0,2017,,,,,False,True,,,33.94673,-117.17773000000001,False,Moreno Fire,,2017-05-23 13:13:00+00:00,fccf2545-cab8-452e-829c-8379054831f0,2018-01-09 10:08:00+00:00,5540.916666666667
1040,10.0,2017,,,,,False,True,,,36.44141,-121.34695,False,Soledad Fire,,2017-04-24 12:06:00+00:00,b8bdbd12-e3a2-49e0-8d65-7c18b8d584bf,2018-01-09 09:51:00+00:00,6237.75
1041,0.0,2017,,,,,False,True,,,38.36685,-122.64001,True,Pressley Fire (Central LNU Complex),,2017-10-09 01:30:00+00:00,15b21d31-eadf-47bb-a030-20c531b3077b,2018-01-09 13:34:00+00:00,2220.0666666666666
1042,0.0,2017,,,,,False,True,,,38.318020000000004,-122.39052,True,Partrick Fire (Central LNU Complex),,2017-10-08 23:48:00+00:00,36d55b1a-a2f4-4f40-b57c-48341bb2ace5,2018-01-09 13:33:00+00:00,2221.75
1043,0.0,2017,,,,,False,True,,,37.73596,-119.78256,False,Rattlesnake Fire,,2017-09-07 15:00:00+00:00,e21384c7-8060-4336-9a71-a006330d9939,2018-01-09 13:19:00+00:00,2974.3166666666666
1044,0.0,2017,,,,,False,True,,,41.702,-123.508,False,Clear Complex (merged into Eclipse Complex),,2017-07-25 12:45:00+00:00,5948001c-9c7b-4722-9fa4-9f0323886bc0,2018-01-09 12:05:00+00:00,4031.3333333333335
